CreationDate,UserIds,Operations,AuditData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2017-06-13T10:45:59.0000000Z	OIASVC01@oocl.com	UserLoggedIn	""{""""CreationTime"""":""""2017-06-13T10:45:59""""","Id"""":""""41e717f2-7fe1-413f-a029-85e0f467a920""""","Operation"""":""""UserLoggedIn""""","OrganizationId"""":""""7851b4cc-2c5c-459f-96d9-16731d6b4ca4""""","RecordType"""":15","ResultStatus"""":""""Succeeded""""","UserKey"""":""""1003BFFD9859FAC4@oocl.com""""","UserType"""":0","Version"""":1","Workload"""":""""AzureActiveDirectory""""","ClientIP"""":""""146.222.77.131""""","ObjectId"""":""""Unknown""""","UserId"""":""""OIASVC01@oocl.com""""","AzureActiveDirectoryEventType"""":1","ExtendedProperties"""":[{""""Name"""":""""UserAgent""""","Value"""":""""Mozilla\/5.0 (Windows NT 6.0; WOW64; rv:38.0) Gecko\/20100101 Firefox\/38.0""""}","{""""Name"""":""""UserAuthenticationMethod""""","Value"""":""""65""""}","{""""Name"""":""""RequestType""""","Value"""":""""OrgIdWsFederation:federation""""}","{""""Name"""":""""ResultStatusDetail""""","Value"""":""""Success""""}","{""""Name"""":""""KeepMeSignedIn""""","Value"""":""""False""""}]","Actor"""":[{""""ID"""":""""a97f0a88-dcf1-46e2-bfd1-fddc5c4687ca""""","Type"""":0}","{""""ID"""":""""OIASVC01@oocl.com""""","Type"""":5}","{""""ID"""":""""1003BFFD9859FAC4""""","Type"""":3}]","ActorContextId"""":""""7851b4cc-2c5c-459f-96d9-16731d6b4ca4""""","ActorIpAddress"""":""""146.222.77.131""""","InterSystemsId"""":""""b4616642-e62e-4768-a47c-6921bcb23582""""","IntraSystemId"""":""""6780f0c7-17db-4453-93ef-297ccffe3e00""""","Target"""":[{""""ID"""":""""Unknown""""","Type"""":0}]","TargetContextId"""":""""7851b4cc-2c5c-459f-96d9-16731d6b4ca4""""","ApplicationId"""":""""00000002-0000-0ff1-ce00-000000000000""""}"""
"2017-06-13T12:00:40.0000000Z	OIASVC01@oocl.com	UserLoggedIn	""{""""CreationTime"""":""""2017-06-13T12:00:40""""","Id"""":""""e638de48-a623-488f-87d1-8588e1aaccd2""""","Operation"""":""""UserLoggedIn""""","OrganizationId"""":""""7851b4cc-2c5c-459f-96d9-16731d6b4ca4""""","RecordType"""":15","ResultStatus"""":""""Succeeded""""","UserKey"""":""""1003BFFD9859FAC4@oocl.com""""","UserType"""":0","Version"""":1","Workload"""":""""AzureActiveDirectory""""","ClientIP"""":""""146.222.77.131""""","ObjectId"""":""""Unknown""""","UserId"""":""""OIASVC01@oocl.com""""","AzureActiveDirectoryEventType"""":1","ExtendedProperties"""":[{""""Name"""":""""UserAgent""""","Value"""":""""Mozilla\/5.0 (Windows NT 6.0; WOW64; rv:38.0) Gecko\/20100101 Firefox\/38.0""""}","{""""Name"""":""""UserAuthenticationMethod""""","Value"""":""""65""""}","{""""Name"""":""""RequestType""""","Value"""":""""OrgIdWsFederation:federation""""}","{""""Name"""":""""ResultStatusDetail""""","Value"""":""""Success""""}","{""""Name"""":""""KeepMeSignedIn""""","Value"""":""""False""""}]","Actor"""":[{""""ID"""":""""a97f0a88-dcf1-46e2-bfd1-fddc5c4687ca""""","Type"""":0}","{""""ID"""":""""OIASVC01@oocl.com""""","Type"""":5}","{""""ID"""":""""1003BFFD9859FAC4""""","Type"""":3}]","ActorContextId"""":""""7851b4cc-2c5c-459f-96d9-16731d6b4ca4""""","ActorIpAddress"""":""""146.222.77.131""""","InterSystemsId"""":""""b82ecaa5-152c-4ee8-9726-f6537797d510""""","IntraSystemId"""":""""fe05f9f0-d223-4116-bb63-67e9417d2f00""""","Target"""":[{""""ID"""":""""Unknown""""","Type"""":0}]","TargetContextId"""":""""7851b4cc-2c5c-459f-96d9-16731d6b4ca4""""","ApplicationId"""":""""00000002-0000-0ff1-ce00-000000000000""""}"""
2017-06-13T06:15:39.0000000Z,OIASVC01@oocl.com,UserLoggedIn,"{""CreationTime"":""2017-06-13T06:15:39"",""Id"":""2bc7cd7d-2f40-4746-9e29-35ca8e101d3d"",""Operation"":""UserLoggedIn"",""OrganizationId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""RecordType"":15,""ResultStatus"":""Succeeded"",""UserKey"":""1003BFFD9859FAC4@oocl.com"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""146.222.77.131"",""ObjectId"":""Unknown"",""UserId"":""OIASVC01@oocl.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 6.0; WOW64; rv:38.0) Gecko\/20100101 Firefox\/38.0""},{""Name"":""UserAuthenticationMethod"",""Value"":""65""},{""Name"":""RequestType"",""Value"":""OrgIdWsFederation:federation""},{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""KeepMeSignedIn"",""Value"":""False""}],""Actor"":[{""ID"":""a97f0a88-dcf1-46e2-bfd1-fddc5c4687ca"",""Type"":0},{""ID"":""OIASVC01@oocl.com"",""Type"":5},{""ID"":""1003BFFD9859FAC4"",""Type"":3}],""ActorContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ActorIpAddress"":""146.222.77.131"",""InterSystemsId"":""5591ba09-2133-4d1c-9704-221997b99fde"",""IntraSystemId"":""43b0ecd1-b690-40f4-a312-0207c1673c00"",""Target"":[{""ID"":""Unknown"",""Type"":0}],""TargetContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ApplicationId"":""00000002-0000-0ff1-ce00-000000000000""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13T14:55:52.0000000Z,DAVIDGE@OOCL.COM,UserLoggedIn,"{""CreationTime"":""2017-06-13T14:55:52"",""Id"":""4b6d3370-9555-4817-b3f3-25344bb3dbd4"",""Operation"":""UserLoggedIn"",""OrganizationId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""RecordType"":15,""ResultStatus"":""Succeeded"",""UserKey"":""100300009D160C50@OOCL.COM"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""50.252.130.209"",""ObjectId"":""00000002-0000-0ff1-ce00-000000000000"",""UserId"":""DAVIDGE@OOCL.COM"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""UserAgent"",""Value"":""Mozilla\/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident\/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; Microsoft Outlook 16.0.6741)""},{""Name"":""RequestType"",""Value"":""Login:reprocess""},{""Name"":""ResultStatusDetail"",""Value"":""Success""}],""Actor"":[{""ID"":""1190dc1e-36a1-49ad-81da-9aa546d00b67"",""Type"":0},{""ID"":""DAVIDGE@OOCL.COM"",""Type"":5},{""ID"":""100300009D160C50"",""Type"":3}],""ActorContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ActorIpAddress"":""50.252.130.209"",""InterSystemsId"":""6c865713-40a3-4765-a8f1-8d878cbabdec"",""IntraSystemId"":""54a748d3-1665-49d3-9a45-3d15f0a72000"",""Target"":[{""ID"":""00000002-0000-0ff1-ce00-000000000000"",""Type"":0}],""TargetContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ApplicationId"":""d3590ed6-52b3-4102-aeff-aad2292ab01c"",""LogonError"":""UserStrongAuthEnrollmentRequiredInterrupt""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13T08:50:41.0000000Z,TRAGITA@OOCL.COM,UserLoginFailed,"{""CreationTime"":""2017-06-13T08:50:41"",""Id"":""61aab370-58db-400a-80e7-8469e195ede2"",""Operation"":""UserLoginFailed"",""OrganizationId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""RecordType"":15,""ResultStatus"":""Failed"",""UserKey"":""10033FFF9AD272BE@OOCL.COM"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""77.232.51.53"",""ObjectId"":""Unknown"",""UserId"":""TRAGITA@OOCL.COM"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 6.1; WOW64; Trident\/7.0; rv:11.0) like Gecko""},{""Name"":""RequestType"",""Value"":""OrgIdWsFederation:federation""},{""Name"":""ResultStatusDetail"",""Value"":""UserError""}],""Actor"":[{""ID"":""dea744c4-82ad-4314-ab8d-a5da545bc755"",""Type"":0},{""ID"":""TRAGITA@OOCL.COM"",""Type"":5},{""ID"":""10033FFF9AD272BE"",""Type"":3}],""ActorContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ActorIpAddress"":""77.232.51.53"",""InterSystemsId"":""faae8b52-6ab2-40de-a6eb-ae577997df02"",""IntraSystemId"":""a8b78b0c-10a1-4329-9bca-5e5c3af63700"",""Target"":[{""ID"":""Unknown"",""Type"":0}],""TargetContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ApplicationId"":""f1f80920-bac6-4e06-bfaa-4e6d175eef75"",""LogonError"":""SsoArtifactInvalidOrExpired""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13T06:15:25.0000000Z,OIASVC01@oocl.com,UserLoggedIn,"{""CreationTime"":""2017-06-13T06:15:25"",""Id"":""a761dd9e-5a60-468f-abe0-70612bcf6f26"",""Operation"":""UserLoggedIn"",""OrganizationId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""RecordType"":15,""ResultStatus"":""Succeeded"",""UserKey"":""1003BFFD9859FAC4@oocl.com"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""146.222.77.131"",""ObjectId"":""Unknown"",""UserId"":""OIASVC01@oocl.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 6.0; WOW64; rv:38.0) Gecko\/20100101 Firefox\/38.0""},{""Name"":""UserAuthenticationMethod"",""Value"":""65""},{""Name"":""RequestType"",""Value"":""WsFederation:wsfederation""},{""Name"":""ResultStatusDetail"",""Value"":""Success""}],""Actor"":[{""ID"":""a97f0a88-dcf1-46e2-bfd1-fddc5c4687ca"",""Type"":0},{""ID"":""OIASVC01@oocl.com"",""Type"":5},{""ID"":""1003BFFD9859FAC4"",""Type"":3}],""ActorContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ActorIpAddress"":""146.222.77.131"",""InterSystemsId"":""b1c86f9d-602f-3000-2122-cecc5b8efabb"",""IntraSystemId"":""43b0ecd1-b690-40f4-a312-0207c7663c00"",""Target"":[{""ID"":""Unknown"",""Type"":0}],""TargetContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ApplicationId"":""00000003-0000-0ff1-ce00-000000000000""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13T06:15:39.0000000Z,OIASVC01@oocl.com,UserLoggedIn,"{""CreationTime"":""2017-06-13T06:15:39"",""Id"":""2bc7cd7d-2f40-4746-9e29-35ca8e101d3d"",""Operation"":""UserLoggedIn"",""OrganizationId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""RecordType"":15,""ResultStatus"":""Succeeded"",""UserKey"":""1003BFFD9859FAC4@oocl.com"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""146.222.77.131"",""ObjectId"":""Unknown"",""UserId"":""OIASVC01@oocl.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 6.0; WOW64; rv:38.0) Gecko\/20100101 Firefox\/38.0""},{""Name"":""UserAuthenticationMethod"",""Value"":""65""},{""Name"":""RequestType"",""Value"":""OrgIdWsFederation:federation""},{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""KeepMeSignedIn"",""Value"":""False""}],""Actor"":[{""ID"":""a97f0a88-dcf1-46e2-bfd1-fddc5c4687ca"",""Type"":0},{""ID"":""OIASVC01@oocl.com"",""Type"":5},{""ID"":""1003BFFD9859FAC4"",""Type"":3}],""ActorContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ActorIpAddress"":""146.222.77.131"",""InterSystemsId"":""5591ba09-2133-4d1c-9704-221997b99fde"",""IntraSystemId"":""43b0ecd1-b690-40f4-a312-0207c1673c00"",""Target"":[{""ID"":""Unknown"",""Type"":0}],""TargetContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ApplicationId"":""00000002-0000-0ff1-ce00-000000000000""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13T13:00:47.0000000Z,OIASVC01@oocl.com,UserLoggedIn,"{""CreationTime"":""2017-06-13T13:00:47"",""Id"":""29f9b660-6560-4500-afe9-4559d55685cb"",""Operation"":""UserLoggedIn"",""OrganizationId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""RecordType"":15,""ResultStatus"":""Succeeded"",""UserKey"":""1003BFFD9859FAC4@oocl.com"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""146.222.77.131"",""ObjectId"":""Unknown"",""UserId"":""OIASVC01@oocl.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 6.0; WOW64; rv:38.0) Gecko\/20100101 Firefox\/38.0""},{""Name"":""UserAuthenticationMethod"",""Value"":""65""},{""Name"":""RequestType"",""Value"":""OrgIdWsFederation:federation""},{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""KeepMeSignedIn"",""Value"":""False""}],""Actor"":[{""ID"":""a97f0a88-dcf1-46e2-bfd1-fddc5c4687ca"",""Type"":0},{""ID"":""OIASVC01@oocl.com"",""Type"":5},{""ID"":""1003BFFD9859FAC4"",""Type"":3}],""ActorContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ActorIpAddress"":""146.222.77.131"",""InterSystemsId"":""c8b6c1e7-9e5e-466e-96aa-e6cb07106253"",""IntraSystemId"":""7bfb747d-1c5d-44ce-b5f8-452f1f5f4400"",""Target"":[{""ID"":""Unknown"",""Type"":0}],""TargetContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ApplicationId"":""f1f80920-bac6-4e06-bfaa-4e6d175eef75""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13T08:00:49.0000000Z,SARLAGE@oocl.com,UserLoggedIn,"{""CreationTime"":""2017-06-13T08:00:49"",""Id"":""778e643c-f40f-4484-9160-577587ab2a10"",""Operation"":""UserLoggedIn"",""OrganizationId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""RecordType"":15,""ResultStatus"":""Succeeded"",""UserKey"":""10030000951AD405@oocl.com"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""89.83.104.241"",""ObjectId"":""00000002-0000-0000-c000-000000000000"",""UserId"":""SARLAGE@oocl.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 6.1; Trident\/7.0; rv:11.0) like Gecko""},{""Name"":""RequestType"",""Value"":""WsFederation:wsfederation""},{""Name"":""ResultStatusDetail"",""Value"":""Success""}],""Actor"":[{""ID"":""2ae29885-35f1-4062-8706-8c7632ed543c"",""Type"":0},{""ID"":""SARLAGE@oocl.com"",""Type"":5},{""ID"":""10030000951AD405"",""Type"":3}],""ActorContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ActorIpAddress"":""89.83.104.241"",""InterSystemsId"":""adb5d7f9-2417-42a8-bc45-09897910bd8c"",""IntraSystemId"":""c90591be-b432-43a8-81e9-b19f60153a00"",""Target"":[{""ID"":""00000002-0000-0000-c000-000000000000"",""Type"":0}],""TargetContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ApplicationId"":""ab9b8c07-8f02-4f72-87fa-80105867a763"",""LogonError"":""UserStrongAuthEnrollmentRequiredInterrupt""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13T06:15:25.0000000Z,OIASVC01@oocl.com,UserLoggedIn,"{""CreationTime"":""2017-06-13T06:15:25"",""Id"":""a761dd9e-5a60-468f-abe0-70612bcf6f26"",""Operation"":""UserLoggedIn"",""OrganizationId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""RecordType"":15,""ResultStatus"":""Succeeded"",""UserKey"":""1003BFFD9859FAC4@oocl.com"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""146.222.77.131"",""ObjectId"":""Unknown"",""UserId"":""OIASVC01@oocl.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""UserAgent"",""Value"":""Mozilla\/5.0 (Windows NT 6.0; WOW64; rv:38.0) Gecko\/20100101 Firefox\/38.0""},{""Name"":""UserAuthenticationMethod"",""Value"":""65""},{""Name"":""RequestType"",""Value"":""WsFederation:wsfederation""},{""Name"":""ResultStatusDetail"",""Value"":""Success""}],""Actor"":[{""ID"":""a97f0a88-dcf1-46e2-bfd1-fddc5c4687ca"",""Type"":0},{""ID"":""OIASVC01@oocl.com"",""Type"":5},{""ID"":""1003BFFD9859FAC4"",""Type"":3}],""ActorContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ActorIpAddress"":""146.222.77.131"",""InterSystemsId"":""b1c86f9d-602f-3000-2122-cecc5b8efabb"",""IntraSystemId"":""43b0ecd1-b690-40f4-a312-0207c7663c00"",""Target"":[{""ID"":""Unknown"",""Type"":0}],""TargetContextId"":""7851b4cc-2c5c-459f-96d9-16731d6b4ca4"",""ApplicationId"":""00000003-0000-0ff1-ce00-000000000000""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
